"Lexeme","LexemeID","Lexical traits","Note"
"сговея","39613","",""
"тримиросвам","39612","Greek loan, dialectal lexeme",""
"фронт","39611","",""
"дванадесет","39610","",""
"кон","39609","",""
"лозе","39608","",""
"летна","39607","dialectal usage",""
"хем","39606","Turkish loan",""
"Малко Градище","39605","",""
"слънчоглед","39604","compound",""
"нахут","39603","Turkish loan",""
"изглеждам","39602","",""
"одве","39601","dialectal lexeme",""
"тъничък","39600","",""
"пресуча","39599","",""
"цимент","39598","",""
"вмятам","39597","",""
"сурна","39596","dialectal lexeme",""
"ресна","39595","",""
"грабя","39594","",""
"докъдето","39593","",""
"едър","39592","",""
"разграбя","39591","",""
"белки","39590","Turkish loan",""
"кръстосвам","39589","",""
"трудоден","39588","compound",""
"Васката","39587","",""
"Васил","39586","Greek loan",""
"контрольор","39585","",""
"биля","39584","Turkish loan, dialectal lexeme",""
"почакам","39583","",""
"разтуря","39582","",""
"Тано","39581","",""
"загриза","39580","",""
"току","39579","",""
"манела","39578","Greek loan, dialectal lexeme",""
"копач","39577","",""
"овлача","39576","",""
"въздишам","39575","",""
"наснова","39574","",""
"работлив","39573","",""
"главя","39572","dialectal usage",""
"меря","39571","",""
"натъка","39570","",""
"Коста","39569","",""
"Вълче поле","39568","",""
"совалка","39567","",""
"посред","39565","",""
"одера","39564","",""
"моря","39563","",""
"Вълчо","39562","",""
"бай","39561","",""
"теленце","39560","",""
"юне","39559","",""
"веячка","39558","",""
"лупам","39557","",""
"комунизъм","39556","",""
"привържа","39555","",""
"бърдо","39554","",""
"нищелки","39553","",""
"батко","39552","",""
"грижлив","39551","",""
"чиле","39550","Turkish loan",""
"реснач","39547","dialectal lexeme",""
"ткая","39546","",""
"разбой","39542","dialectal lexeme",""
"ракия","39541","Turkish loan",""
"всегда","39540","",""
"их","39539","",""
"пасмо","39538","",""
"супа","39537","",""
"яхния","39536","Turkish loan",""
"бар","39535","",""
"власт","39534","",""
"чепкам","39533","",""
"объркам","39532","",""
"Николай","39531","",""
"загоня","39530","",""
"приятелка","39529","",""
"гоня","39527","",""
"местен","39526","",""
"даскал","39525","Greek loan",""
"учител","39524","",""
"шестдесети","39523","",""
"джамия","39514","Turkish loan",""
"Хухла","39513","",""
"горе-долу","39512","",""
"глоба","39511","",""
"занареждам","39510","",""
"глобя","39508","",""
"подраста","39507","",""
"изказвам","39506","",""
"Димитър","39499","",""
"оправям","39498","",""
"мръкна","39492","",""
"нижа","39491","",""
"шукер","39490","Turkish loan, dialectal lexeme",""
"апартамент","39489","",""
"повдигна","39487","",""
"немой","39486","dialectal lexeme",""
"охо","39485","",""
"тридесети","39484","",""
"набор","39483","",""
"обаждам","39482","",""
"гласувам","39481","",""
"изколя","39480","",""
"северен","39477","",""
"опустея","39474","",""
"поям","39473","",""
"торбичка","39472","",""
"разсад","39470","",""
"леха","39465","",""
"сядам","39462","",""
"разцъфвам","39453","",""
"садене","39448","",""
"напускам","39444","",""
"мътен","39443","",""
"разклатя","39442","",""
"толко","39439","",""
"копалка","39438","dialectal lexeme",""
"копачка","39437","",""
"изкопая","39436","",""
"полека","39435","",""
"благодарен","39434","compound",""
"не.работя","39433","",""
"изметна","39432","",""
"илач","39431","Turkish loan",""
"сера","39430","",""
"накисна","39429","",""
"сарийка","39428","Turkish loan, dialectal lexeme",""
"наквасвам","39427","",""
"торче","39426","",""
"изкуствен","39425","",""
"отрова","39424","",""
"тор","39423","",""
"химикален","39422","",""
"сладък","39421","",""
"шурупка","39420","dialectal lexeme",""
"греба","39419","",""
"ягорида","39418","Greek loan",""
"грозде","39417","",""
"очукам","39416","",""
"дробен","39415","dialectal lexeme",""
"глезотия","39414","",""
"осветя","39413","",""
"помръдна","39412","",""
"въх","39411","",""
"чедо","39410","",""
"мръзна","39409","",""
"нокът","39407","",""
"бос","39406","",""
"простя","39405","",""
"калеко","39404","Greek loan, dialectal lexeme",""
"настържа","39403","",""
"сюпюргя","39402","Turkish loan, dialectal lexeme",""
"метла","39401","",""
"изстържа","39400","",""
"мед","39399","",""
"метлен","39398","",""
"мъдър","39397","",""
"руски","39396","",""
"комунистки","39395","",""
"знак","39394","",""
"връшляк","39393","",""
"изтегля","39392","",""
"откача","39391","",""
"миничък","39390","dialectal lexeme",""
"дръвник","39389","",""
"повой","39388","",""
"братче","39387","",""
"опирам","39386","",""
"бара","39385","",""
"големина","39384","",""
"среден","39383","",""
"кафе","39382","Turkish loan",""
"як","39381","",""
"оздравея","39380","",""
"бърже","39379","",""
"преям","39378","",""
"закуска","39377","",""
"яле","39376","dialectal lexeme",""
"щрапна","39375","dialectal lexeme",""
"лайно","39374","",""
"агнешки","39373","",""
"пастря","39372","",""
"подиграя","39371","",""
"полза","39370","",""
"скъп","39369","",""
"аршин","39368","Turkish loan",""
"дако","39367","dialectal lexeme",""
"пастърма","39366","Turkish loan",""
"бре","39365","",""
"Джоро","39364","",""
"рана","39363","",""
"пукна","39362","",""
"жлъчка","39361","",""
"перитонит","39360","markedly standard lexeme",""
"жичка","39359","dialectal usage",""
"викна","39358","",""
"заболя","39357","",""
"уплаша","39356","",""
"наеднъж","39355","",""
"сирота","39354","",""
"апандисит","39353","markedly standard lexeme",""
"накарам","39352","",""
"хартишка","39351","",""
"докторица","39350","",""
"трак","39349","dialectal lexeme",""
"отвържа","39348","",""
"измоля","39347","",""
"събличам","39346","",""
"дръжка","39345","",""
"преглеждам","39344","",""
"скала","39343","",""
"криво-ляво","39342","",""
"заразя","39341","",""
"невестица","39340","",""
"детенце","39339","",""
"бодеж","39338","",""
"дълбок","39337","",""
"издъхна","39336","",""
"премра","39335","",""
"изходя","39334","",""
"поликлиника","39333","Greek loan, markedly standard lexeme",""
"примра","39332","",""
"отколкото","39331","",""
"запек","39330","",""
"изпия","39329","",""
"кастронче","39328","",""
"изкусам","39327","",""
"они","39326","dialectal lexeme",""
"щавляк","39325","",""
"чорбица","39324","",""
"дамам","39323","",""
"преглътна","39322","",""
"мехур","39321","",""
"гръклян","39320","",""
"зина","39319","",""
"джам","39318","Turkish loan",""
"строша","39317","",""
"огледалце","39316","",""
"слънчице","39315","",""
"пекна","39314","",""
"кела","39313","Turkish loan, dialectal lexeme",""
"Водици","39312","",""
"съживя","39311","",""
"вън","39310","",""
"пикая","39309","",""
"сода","39308","",""
"диря","39307","",""
"мут","39306","Romanian loan, dialectal lexeme",""
"мърдам","39305","",""
"уста","39304","",""
"коляно","39303","",""
"парализирам","39302","markedly standard lexeme",""
"глезя","39301","",""
"алергичен","39300","markedly standard lexeme",""
"Пепи","39299","",""
"лекарство","39298","",""
"инжекция","39297","",""
"Митко","39296","",""
"болка","39295","",""
"опикая","39294","",""
"изтръпна","39293","",""
"обеся","39292","",""
"сбъркам","39291","",""
"удар","39290","",""
"легло","39289","",""
"басня","39288","",""
"думичка","39287","",""
"обещая","39286","",""
"темелия","39285","Turkish loan, dialectal lexeme",""
"мартенски","39284","",""
"март","39283","",""
"насоля","39282","",""
"маленки","39281","",""
"али","39280","",""
"сланинев","39279","",""
"нахвана","39065","",""
"сал","39064","dialectal lexeme",""
"напусна","39063","",""
"кимам","39062","",""
"льоскам","39061","",""
"дрънна","39060","",""
"звона","39059","dialectal lexeme",""
"музика","39058","",""
"отлагам","39057","",""
"окам","39056","dialectal lexeme",""
"орляк","39055","",""
"мешина","39054","dialectal lexeme",""
"не.ща","39053","",""
"чупренец","39052","",""
"настоявам","39051","",""
"отложа","39050","",""
"управник","39049","",""
"традиция","39048","",""
"махам","39047","",""
"реплянец","39046","",""
"сакам","39045","dialectal lexeme",""
"уволня","39044","",""
"кмет","39043","Balkan Latin loan",""
"Ангел","39042","Greek loan",""
"стачка","39041","",""
"шумица","39040","",""
"растение","39039","",""
"душичина","39038","dialectal lexeme",""
"стрък","39037","",""
"тумбак","39036","",""
"подробица","39035","",""
"хопа","39034","",""
"зидам","39033","",""
"пружа","39032","dialectal lexeme",""
"Върбово","39031","",""
"Чупрене","39030","",""
"Петковден","39029","compound",""
"Троица","39028","",""
"када","39027","dialectal lexeme",""
"сбор","39026","",""
"Протопопинци","39025","",""
"Горни Лом","39024","",""
"запаля","39023","",""
"свещ","39022","",""
"Репляна","39021","",""
"токмак","39020","dialectal lexeme",""
"качамак","39019","Turkish loan",""
"изсипя","39018","",""
"притикам","39017","",""
"вода","39016","",""
"пресявам","39015","",""
"наедро","39014","",""
"сдробя","39013","",""
"грис","39012","",""
"клин","39011","",""
"сахан","39010","Turkish loan",""
"забеля","39009","dialectal lexeme",""
"вай","39008","",""
"родопски","39007","",""
"кина","39006","dialectal lexeme",""
"очувам","38999","dialectal usage",""
"пипам","38998","",""
"затворя","38997","",""
"повторя","38996","",""
"змия","38995","",""
"барам","38994","",""
"вълк","38993","",""
"нападам","38992","",""
"мишка","38991","",""
"узрявам","38990","",""
"дъждовит","38989","",""
"късен","38988","",""
"запепеля","38987","",""
"сорт","38986","",""
"сърнишки","38985","",""
"цъфтя","38984","",""
"двеста","38983","",""
"кратък","38982","",""
"отмъкна","38981","",""
"поставам","38980","",""
"иска","38979","",""
"изтърся","38978","",""
"развържа","38977","",""
"омокря","38976","",""
"склада","38975","dialectal usage",""
"залетя","38974","",""
"жътвар","38972","",""
"чекъм","38971","Turkish loan",""
"постаджийка","38970","dialectal lexeme",""
"открая","38969","",""
"угодя","38968","",""
"сила","38967","",""
"пъргав","38966","",""
"шум","38965","",""
"нагаждам","38964","",""
"омачкам","38963","",""
"гладя","38962","",""
"ютия","38961","Turkish loan",""
"гладичък","38960","",""
"плътен","38959","",""
"ръбест","38958","",""
"изтъня","38957","",""
"хлътна","38956","",""
"тежест","38955","",""
"тераса","38954","",""
"низ","38953","",""
"закопчая","38952","",""
"изпъна","38951","",""
"изсушавам","38950","",""
"извалям","38949","",""
"оправя","38948","",""
"изтупам","38947","",""
"ойдисам","38946","Turkish loan",""
"шарен","38945","",""
"прошаря","38944","",""
"чанта","38943","Turkish loan",""
"изтупвам","38942","",""
"тепавица","38941","",""
"Доспат","38940","",""
"валявица","38939","",""
"уред","38938","",""
"отдам","38937","",""
"терзия","38936","Turkish loan, dialectal lexeme",""
"Трампи","38935","",""
"вътък","38934","",""
"втвърдя","38933","",""
"пареница","38932","",""
"ръжен","38931","",""
"стиска","38930","",""
"подсека","38929","",""
"късам","38928","",""
"рудан","38927","Greek loan, dialectal lexeme",""
"стягам","38926","",""
"навзимам","38925","",""
"ашкеле","38924","Turkish loan, dialectal lexeme",""
"никъде","38923","",""
"бояджийница","38922","",""
"отнасям","38921","",""
"последство","38920","dialectal lexeme",""
"елха","38919","",""
"елхов","38918","",""
"сив","38917","",""
"цвят","38916","",""
"коричка","38915","",""
"слез","38914","",""
"каменьок","38913","dialectal lexeme",""
"оранжев","38912","",""
"лимонтузу","38911","Turkish loan",""
"боя","38910","Turkish loan",""
"боядисвам","38909","Turkish loan",""
"едничък","38908","",""
"мазнина","38907","",""
"сяра","38906","dialectal usage",""
"попарвам","38905","",""
"руно","38904","",""
"пералня","38903","",""
"разработя","38902","",""
"отсега","38901","",""
"лен","38900","",""
"заделя","38899","",""
"копан","38898","Greek loan, dialectal lexeme",""
"поотъка","38895","",""
"лани","38894","",""
"поопреда","38893","",""
"залесявам","38892","",""
"Юндула","38891","",""
"труп","38890","",""
"пресъхнал","38772","",""
"готвене","38771","",""
"пране","38770","",""
"триж","38769","",""
"каса","38768","",""
"насолявам","38767","",""
"суджук","38766","Turkish loan",""
"даря","38765","",""
"нараста","38764","",""
"успея","38763","",""
"едричък","38762","",""
"седмаченце","38761","",""
"антерия","38760","Turkish loan",""
"шапка","38759","Turkish loan",""
"изсъхвам","38758","",""
"однема","38757","",""
"бизая","38756","dialectal lexeme",""
"седмак","38755","",""
"набизавам","38754","dialectal lexeme",""
"Зифейка","38753","",""
"задойвам","38752","",""
"кърмя","38751","",""
"сетя","38750","",""
"опаша","38749","",""
"пояс","38748","",""
"заставам","38747","",""
"погребение","38746","",""
"тайфа","38745","",""
"човечен","38744","",""
"израствам","38743","",""
"кълна","38742","",""
"гроб","38741","",""
"съдя","38740","",""
"бубал","38739","Turkish loan, dialectal lexeme",""
"Мален","38738","",""
"бубайко","38737","Turkish loan, dialectal lexeme",""
"Трамповски","38736","",""
"Митето","38735","",""
"Мутето","38734","",""
"нализвам","38733","",""
"желание","38732","markedly standard lexeme",""
"прав","38731","",""
"разреша","38730","",""
"никогаш","38729","",""
"полагам","38728","",""
"дар","38727","",""
"побратявам","38726","",""
"отнеса","38725","",""
"поднасям","38724","",""
"празен","38723","",""
"въпреки","38722","",""
"дарувам","38721","",""
"посестрима","38719","",""
"запиша","38718","",""
"днешен","38717","",""
"побратим","38716","",""
"побратя","38715","",""
"служба","38714","",""
"лагер","38713","",""
"военен","38712","",""
"летище","38711","",""
"язовир","38710","",""
"Орлино","38709","",""
"приятел","38708","",""
"познат","38707","",""
"Златоград","38706","",""
"смолянски","38705","",""
"Житарово","38704","",""
"Хисаря","38703","",""
"малчуганче","38702","",""
"забравя","38701","",""
"освен","38700","",""
"премина","38699","",""
"читалище","38698","",""
"циганин","38697","Greek loan",""
"циганче","38696","",""
"момиченце","38695","",""
"дудулка","38694","dialectal lexeme",""
"заливам","38693","",""
"вузулица","38692","",""
"изулица","38691","",""
"полетя","38690","",""
"пеперуда","38689","",""
"летя","38688","dialectal usage",""
"натрупам","38687","",""
"наскубя","38686","",""
"тлъст","38685","",""
"бурен","38684","",""
"напосле","38683","",""
"изтърсак","38682","",""
"примерно","38681","",""
"вайдудулка","38680","",""
"отвъд","38679","",""
"обичай","38678","",""
"лазаркиня","38677","",""
"обядвам","38676","",""
"насипя","38675","",""
"положа","38674","",""
"гостувам","38673","",""
"поканя","38672","",""
"одеве","38671","",""
"булгур","38670","Turkish loan",""
"бухам","38669","",""
"лазарка","38668","",""
"окъпя","38667","",""
"бухалка","38666","",""
"дере","38665","Turkish loan",""
"гривна","38664","",""
"кошник","38663","",""
"кума","38662","",""
"ученик","38661","",""
"възраст","38660","",""
"цветница","38659","",""
"връбница","38658","",""
"лазар","38657","",""
"Бабинден","38656","compound",""
"паметник","38655","",""
"подсетя","38654","",""
"продължа","38653","",""
"Ивановден","38652","compound",""
"докъм","38651","",""
"ведро","38650","",""
"бачия","38649","",""
"геран","38648","Greek loan",""
"джурило","38647","",""
"изцеждам","38646","",""
"тенекия","38645","Turkish loan",""
"цедя","38644","",""
"утая","38643","",""
"лопатка","38642","",""
"европейски","38641","",""
"постоя","38640","",""
"Скрежкина","38639","",""
"Младенов","38638","",""
"калъп","38637","Turkish loan",""
"цедилка","38636","",""
"прецедя","38635","",""
"преработвам","38634","",""
"сая","38633","Turkish loan, dialectal lexeme",""
"етаж","38632","",""
"соба","38631","dialectal lexeme",""
"насип","38630","",""
"оддолу","38629","",""
"сваля","38628","",""
"оджак","38627","Turkish loan, dialectal lexeme",""
"наклада","38626","",""
"паля","38625","",""
"съде","38624","Turkish loan, dialectal lexeme",""
"възхождам","38623","",""
"възида","38622","dialectal lexeme",""
"разваля","38621","",""
"огрея","38620","",""
"ловя","38619","",""
"дребничък","38401","",""
"бубичка","38400","",""
"набухам","38399","",""
"карпузка","38395","dialectal lexeme",""
"пуф","38394","",""
"потквася","38387","",""
"порежа","38385","",""
"шавам","38384","",""
"спъвам","38383","",""
"стрижа","38382","",""
"чилик","38381","dialectal lexeme",""
"омеля","38380","",""
"теклен","38379","dialectal lexeme",""
"намокря","38378","",""
"върху","38377","",""
"шестнадесет","38376","",""
"мокря","38375","",""
"къс","38373","",""
"брадва","38372","German loan",""
"пресичам","38371","",""
"гювеч","38370","Turkish loan",""
"купа","38369","",""
"коленце","38368","",""
"столче","38367","",""
"насядам","38365","",""
"объл","38364","",""
"паралия","38363","Turkish loan",""
"дотогава","38362","",""
"люлка","38360","",""
"отуча","38359","",""
"квася","38358","",""
"разбия","38357","",""
"поизтина","38355","",""
"надробя","38354","",""
"оплавя","38353","",""
"възвря","38352","",""
"купчинка","38348","",""
"нисък","38347","",""
"коса","38346","",""
"мъкна","38345","",""
"повлека","38344","",""
"изора","38343","",""
"кордисам","38340","Turkish loan",""
"ко","38339","",""
"чифт","38338","Turkish loan",""
"мулешки","38337","",""
"размина","38336","",""
"Бачково","38335","",""
"магазинер","38334","",""
"уха","38333","",""
"Пловдив","38332","",""
"придвижвам","38331","",""
"увра","38330","dialectal lexeme",""
"палешник","38329","",""
"мухлясвам","38328","",""
"клет","38327","dialectal lexeme",""
"намятам","38326","",""
"наквася","38325","",""
"рухо","38324","",""
"метлач","38323","dialectal lexeme",""
"омета","38322","",""
"жар","38321","",""
"горе долу","38320","",""
"лочка","38319","dialectal lexeme",""
"мухлясам","38318","",""
"одбавям","38317","dialectal lexeme",""
"доволен","38316","",""
"снахище","38315","",""
"мари","38314","Greek loan",""
"еди къде","38313","",""
"некръвен","38312","",""
"родство","38311","",""
"кръвен","38310","",""
"помисля","38309","",""
"впечатление","38308","",""
"действителен","38307","markedly standard lexeme",""
"снаха","38306","",""
"съпруг","38305","markedly standard lexeme",""
"старче","38304","",""
"грозен","38303","",""
"помена","38301","",""
"спомена","38300","",""
"случай","38299","",""
"използвам","38298","",""
"мухабет","38297","Turkish loan",""
"следвам","38296","",""
"завися","38295","",""
"важен","38293","",""
"смятам","38292","",""
"число","38291","",""
"част","38288","",""
"обясня","38287","",""
"отсъствам","38286","markedly standard lexeme",""
"бъдещ","38285","",""
"извършвам","38284","",""
"момент","38283","",""
"погреба","38282","",""
"погребвам","38281","",""
"подсказвам","38279","",""
"ашуре","38275","Turkish loan",""
"курбан байрам","38273","Turkish loan",""
"на ръка","38205","",""
"ферма","38204","",""
"доячка","38202","",""
"столчек","38194","dialectal lexeme",""
"източа","38191","",""
"аглък","38190","Turkish loan, dialectal lexeme",""
"виме","38189","",""
"кинато","38187","dialectal lexeme",""
"чул","38179","Turkish loan",""
"барем","38178","Turkish loan",""
"безсрамник","38177","",""
"озлобя","38175","",""
"награбя","38174","",""
"регулация","38173","",""
"яце","38172","dialectal lexeme",""
"мисирчен","38170","dialectal lexeme",""
"мисирлик","38169","Turkish loan, dialectal lexeme",""
"личен","38168","",""
"рядък","38166","",""
"изваря","38165","",""
"изцедя","38164","",""
"преса","38163","",""
"обеля","38162","",""
"захарен","38160","",""
"петмез","38159","Turkish loan",""
"шекерев","38158","dialectal lexeme",""
"фасулен","38157","",""
"патладжан","38154","Turkish loan",""
"домат","38153","",""
"компир","38152","dialectal lexeme",""
"махна","38151","",""
"откакто","38150","",""
"врит","38149","dialectal lexeme",""
"одвея","38145","",""
"пръчка","38144","",""
"търла","38142","dialectal lexeme",""
"зарасна","38140","",""
"барчина","38139","dialectal lexeme",""
"грах","38138","",""
"мисир","38137","Turkish loan, dialectal lexeme",""
"захващам","38136","",""
"оплеша","38135","dialectal lexeme",""
"крехчина","38131","dialectal lexeme",""
"навпавам","38130","dialectal lexeme",""
"врял","38129","",""
"червя","38128","",""
"лятос","38127","",""
"напляскам","38119","",""
"пляскам","38118","",""
"привпаам","38117","dialectal lexeme",""
"лотка","38116","dialectal lexeme",""
"запечатя","38115","",""
"дробина","38114","dialectal lexeme",""
"разчуря","38113","dialectal lexeme",""
"заплескам","38112","",""
"ръся","38111","",""
"парченце","38110","",""
"седешком","38109","",""
"бабица","38107","",""
"месчина","38106","dialectal lexeme",""
"дроб","38105","",""
"рибица","38104","",""
"дробка","38103","dialectal lexeme",""
"мас","38102","",""
"колак","38101","",""
"черво","38100","",""
"сменка","38099","dialectal lexeme",""
"корем","38098","",""
"тъкмо","38097","",""
"разрежа","38096","",""
"чуден","38095","",""
"сапун","38093","Greek loan",""
"окадя","38092","",""
"изцървя","38091","dialectal lexeme",""
"козина","38090","",""
"отплеша","38089","dialectal lexeme",""
"стържа","38088","",""
"тронка","38087","dialectal lexeme",""
"дипло","38086","Greek loan, dialectal lexeme",""
"машинка","38084","",""
"разфасовам","38083","",""
"гуде","38082","dialectal lexeme",""
"зимъс","38081","",""
"хулиган","38080","",""
"изгорявам","38079","",""
"запалвам","38078","",""
"вeртолет","38077","markedly standard lexeme",""
"адрес","38076","",""
"спася","38075","",""
"инак","38074","",""
"километър","38073","",""
"коджа","38072","Turkish loan",""
"Драго","38071","",""
"картофен","38068","",""
"каша","38067","",""
"колиба","38066","Greek loan",""
"поведа","38065","",""
"часовник","38064","",""
"артист","38063","",""
"втикна","38062","",""
"поляна","38061","",""
"Русия","38060","",""
"руснак","38059","",""
"оръдие","38058","",""
"малко","38057","",""
"американец","38056","",""
"англичанин","38055","",""
"отнема","38053","",""
"наближавам","38051","",""
"рожден","38050","",""
"каил","38049","Turkish loan, dialectal lexeme",""
"гледачка","38048","",""
"кадънка","38047","Turkish loan",""
"писмо","38046","",""
"министър","38045","",""
"запозная","38044","",""
"такова","38042","",""
"брезент","38041","",""
"одеяло","38040","",""
"открия","38039","",""
"половина","38038","",""
"метър","38037","",""
"блестулка","38036","dialectal lexeme",""
"спра","38035","",""
"безумен","38034","",""
"шмайзер","38033","",""
"вкепам","38032","dialectal lexeme",""
"вкепа","38031","dialectal lexeme",""
"отподире","38030","",""
"колче","38029","",""
"Муамар","38028","",""
"въз","38027","",""
"камион","38026","",""
"Португалия","38025","",""
"инженерка","38024","",""
"комунист","38023","",""
"четиристотин","38022","",""
"фашист","38021","",""
"див","38020","",""
"билет","38019","",""
"сметка","38018","",""
"аероплан","38017","",""
"пътувам","38016","",""
"отпуска","38015","",""
"отту","38014","",""
"мразя","38013","",""
"арабин","38012","",""
"техник","38011","",""
"Варна","38010","",""
"врачка","38009","",""
"седемдесет","38008","",""
"бандит","38007","",""
"държава","38006","",""
"Безерлик","38005","Turkish loan",""
"себе","38004","",""
"исъхна","38003","",""
"изменя","38002","",""
"орач","38001","",""
"стогодишен","38000","compound",""
"тогаз","37976","",""
"никакъв","37975","",""
"позавъртя","37974","",""
"бълха","37973","",""
"завалявам","37972","",""
"каилен","37970","dialectal lexeme",""
"нищичко","37969","",""
"помоля","37968","",""
"наколя","37966","",""
"гробища","37965","",""
"петстотин","37963","",""
"осемстотин","37962","",""
"вир","37959","",""
"къпя","37957","",""
"пиздица","37956","",""
"ма","37954","",""
"признавам","37952","",""
"возитба","37947","",""
"Мариона","37946","",""
"мамул","37945","Romanian loan, dialectal usage",""
"прах","37944","",""
"амен","37943","Turkish loan",""
"бивам","37942","",""
"паря","37941","",""
"пясък","37940","",""
"бой","37939","",""
"пера","37938","",""
"оквася","37937","",""
"кръщавам","37936","",""
"писар","37935","",""
"пред","37934","",""
"кръстя","37933","",""
"молебие","37932","",""
"заваля","37931","",""
"всякак","37930","",""
"небе","37920","",""
"болтченце","37919","",""
"завъртя","37918","",""
"болтче","37917","",""
"възгъна","37916","dialectal lexeme",""
"забравям","37915","",""
"измодя","37914","",""
"еркечки","37913","",""
"еркечански","37912","",""
"голишки","37911","",""
"пек","37910","",""
"разходка","37909","",""
"горкият","37908","",""
"Еркеч","37907","",""
"Козичино","37906","",""
"бензин","37898","",""
"Коледа","37896","Balkan Latin loan",""
"едновремешен","37890","compound",""
"накажа","37889","",""
"поглеждам","37888","",""
"душа","37887","",""
"удавя","37886","",""
"пет-шеснайсет","37873","",""
"мизерен","37871","",""
"западна","37870","",""
"дърт","37869","",""
"курназея","37868","dialectal lexeme",""
"каращисам","37865","Turkish loan, dialectal lexeme",""
"лъжица","37863","",""
"мезе","37862","Turkish loan",""
"уведа","37861","",""
"задуша","37860","",""
"вря","37859","",""
"забела","37858","dialectal lexeme",""
"глинен","37857","",""
"еднаж","37845","",""
"двоен","37844","",""
"лодка","37843","",""
"кромид","37842","Greek loan",""
"кавърдисам","37841","Turkish loan",""
"запечатам","37833","",""
"крехък","37832","",""
"капама","37777","Turkish loan",""
"кажел","37776","",""
"чекан","37775","dialectal lexeme",""
"увря","37774","",""
"наваря","37773","",""
"оливам","37772","",""
"тенджера","37760","Turkish loan",""
"цвекло","37759","Greek loan",""
"туршия","37758","Turkish loan",""
"ястие","37757","",""
"кървавица","37756","",""
"сланина","37755","",""
"чушка","37754","",""
"бански","37753","",""
"надуя","37752","",""
"тиквеник","37751","",""
"вия","37750","",""
"руло","37749","",""
"навия","37748","",""
"разточа","37747","",""
"другояче","37746","",""
"сироп","37745","",""
"надувам","37744","",""
"полея","37743","",""
"срежа","37742","",""
"баклава","37741","Turkish loan",""
"орех","37740","",""
"направям","37739","",""
"олио","37738","",""
"захар","37737","",""
"Банско","37736","",""
"толчав","37735","",""
"изненаправя","37734","",""
"кръг","37733","",""
"отседя","37732","",""
"хъ","37683","",""
"замина","37682","",""
"излюшкам","37681","",""
"люшкам","37680","",""
"измъкна","37679","",""
"набухвам","37678","",""
"сакат","37677","",""
"хай","37676","",""
"сака","37675","dialectal lexeme",""
"не.знам","37672","",""
"граница","37670","",""
"солкова","37669","dialectal lexeme",""
"ео","37668","",""
"набуя","37667","",""
"изпиля","37666","dialectal lexeme",""
"пиля","37665","",""
"коте","37664","",""
"пес","37663","",""
"чай","37656","Turkish loan, dialectal lexeme",""
"Хришийка","35671","",""
"баре","35670","Turkish loan",""
"куц","35669","Greek loan",""
"ц","35668","",""
"свършвам","35621","",""
"измивам","35618","",""
"чиния","35617","Turkish loan",""
"кома̀т","35610","Greek loan",""
"парче","35611","Turkish loan",""
"пускам","35609","",""
"пуснат","35607","",""
"шише","35604","Turkish loan",""
"греян","35602","",""
"затоплен ","35603","",""
"топлина","35601","",""
"търпя","35600","",""
"съдина","35598","",""
"връщане","35596","",""
"заминавам","35595","",""
"някогаш","35594","",""
"баджа","35593","Turkish loan",""
"ориз","34990","",""
"изчервя","34989","",""
"дрипа","34980","dialectal usage",""
"сватовщина","34974","",""
"познавам","34857","",""
"прекадя","34856","",""
"мушна","34855","",""
"колач","34854","",""
"толеджев","34853","dialectal lexeme",""
"претуря","34852","",""
"сплескам","34851","",""
"фудула","34850","dialectal lexeme",""
"възида","34848","dialectal lexeme",""
"пита","34847","",""
"фурнаджия","34846","",""
"кумица","34845","",""
"кум","34844","Balkan Latin loan",""
"гост","34843","",""
"облажа","34842","",""
"боядисам","34841","Turkish loan",""
"постен","34840","",""
"разсол","34839","",""
"мерудия","34838","Greek loan",""
"чакъл","34837","Turkish loan",""
"годлевски","34836","",""
"разложки","34835","",""
"постя","34834","",""
"камбана","34833","Greek loan",""
"чукна","34832","",""
"кутя","34829","dialectal lexeme",""
"извърша","34828","",""
"изкутвам","34827","dialectal lexeme",""
"разположа","34515","",""
"роднина","34514","",""
"значение","34513","",""
"разполагам","34512","",""
"преварник","34511","",""
"изпреварвам","34510","",""
"конкретен","34509","markedly standard lexeme",""
"напия","34508","",""
"оркестър","34507","",""
"милаж","34506","m-reduplication",""
"кравар","34505","",""
"отначало","34504","",""
"оагня","34503","",""
"петнадесет","34445","",""
"магазинче","34444","",""
"пиша","34443","",""
"Америка","34442","",""
"говор","34441","",""
"барна","33853","",""
"сакам","33852","dialectal lexeme",""
"купен","33851","dialectal lexeme",""
"тушна","33850","dialectal lexeme",""
"чорбаджийствам","33849","",""
"набия","33848","",""
"заран","33847","",""
"чудо","33846","",""
"кърт","33845","",""
"откривея","33844","",""
"додето","33843","",""
"отрия","33842","",""
"очистя","33841","",""
"каймак","33840","Turkish loan",""
"саламура","33839","Greek loan",""
"каче","33838","",""
"натурям","33837","",""
"филия","33836","Greek loan",""
"солен","33835","",""
"пресолявам","33834","",""
"мириша","33833","Greek loan",""
"лисна","33832","",""
"турна","33831","",""
"подсоля","33830","",""
"бистър","33829","",""
"опържа","33828","",""
"оценя","33827","",""
"маслен","33826","",""
"спроти","33825","dialectal lexeme",""
"дробя","33824","",""
"мътеница","33823","",""
"студент","33822","",""
"бучка","33821","",""
"телевизия","33820","",""
"вестник","33819","",""
"джуркам","33818","",""
